Source,Target,Type,Weight
Sadewa,Bilung,Undirected,1
Arjuna,Sadana,Undirected,3
Gareng,Durga,Undirected,4
Petruk,Ratmuka,Undirected,1
Jembawati,Narada,Undirected,2
Wisanggeni,Anoman,Undirected,1
Sengkuni,Yamadipati,Undirected,1
Karna,Mandrakeswara,Undirected,1
Durna,Abimanyu,Undirected,8
Sekipu,Brahma,Undirected,2
Durna,Citrarata,Undirected,2
Panyarikan,Semar,Undirected,2
Abiyasa,Gendari,Undirected,2
Durga,Kamajaya,Undirected,3
Bagong,Gendari,Undirected,2
Bayu,Abiyasa,Undirected,2
Kunti,Dewa_Ruci,Undirected,1
Guru,Petruk,Undirected,7
Drupadi,Yamadipati,Undirected,1
Angganjali,Yudhistira,Undirected,1
Durna,Drestarastra,Undirected,2
Werkudara,Gagak_Baka,Undirected,2
Durna,Brajamusthi,Undirected,1
Kangsa,Maerah,Undirected,2
Puntadewa,Dhamdharat,Undirected,5
Sugriwa,Kresna,Undirected,1
Kencana_Wulan,Puntadewa,Undirected,1
Durga,Tambrapeta,Undirected,1
Parasara,Puntadewa,Undirected,1
Gareng,Lesmana_Mandrakumara,Undirected,1
Samba,Ramaparasu,Undirected,1
Nagatatmala,Abiyasa,Undirected,1
Dewasrani,Parasara,Undirected,1
Gareng,Togog,Undirected,1
Durga,Arimbi,Undirected,1
Petruk,Bhisma,Undirected,1
Yuda_Kala_Kresna,Nakula,Undirected,1
Antakawulan,Sadewa,Undirected,2
Baladewa,Pracona,Undirected,2
Bagong,Pulunggana,Undirected,1
Ugrasena,Basudewa,Undirected,6
Gareng,Bendana,Undirected,3
Dewasrani,Wisanggeni,Undirected,3
Gendari,Yudhistira,Undirected,1
Arjuna,Indra,Undirected,9
Antakawulan,Baladewa,Undirected,2
Rukmara,Abiyasa,Undirected,1
Kangsa,Pandu,Undirected,2
Abiyasa,Abimanyu,Undirected,4
Duryudana,Nagagini,Undirected,2
Antareja,Sadana,Undirected,5
Citrarata,Duryudana,Undirected,2
Bomanarakasura,Duryudana,Undirected,1
Panyarikan,Surya,Undirected,1
Nagatatmala,Nagagini,Undirected,3
Bendana,Wilawuk,Undirected,2
Nembur_Nawa,Werkudara,Undirected,2
Bilung,Desamuka,Undirected,1
Pujawati,Destarastra,Undirected,1
Kuntiboja,Pandu,Undirected,1
Bagong,Dhandhang,Undirected,2
Udawa,Nakula,Undirected,2
Setyaki,Duryudana,Undirected,3
Jembawati,Kresna,Undirected,3
Gatotkaca,Abiyasa,Undirected,3
Arjuna,Drupadi,Undirected,1
Garuda,Nakula,Undirected,2
Bagong,Brahma,Undirected,2
Bismaka,Arjuna,Undirected,3
Bayu,Drestarastra,Undirected,1
Gareng,Gendari,Undirected,2
Maerah,Erawati,Undirected,1
Gareng,Gendara,Undirected,1
Karna,Kuntiboja,Undirected,2
Citrarata,Pradapa,Undirected,2
Petruk,Pulunggana,Undirected,1
Surati_Mantra,Rohini,Undirected,1
Arjuna,Duryudana,Undirected,16
Kunti,Nembur_Nawa,Undirected,1
